y_true,y_pred,proba_0,proba_1
1,1,0.3414952731755626,0.6585047268244374
1,1,0.37501240221737875,0.6249875977826213
0,1,0.3632422163428102,0.6367577836571898
1,1,0.3424605296650871,0.6575394703349129
0,1,0.3564863998532948,0.6435136001467052
0,1,0.3409706360774478,0.6590293639225522
1,1,0.35801705586195465,0.6419829441380454
1,1,0.37191380222160353,0.6280861977783965
0,1,0.41315773094306374,0.5868422690569363
1,1,0.3656914562371466,0.6343085437628534
1,1,0.34188032198623286,0.6581196780137671
1,1,0.41626581206859503,0.583734187931405
1,1,0.3355481683046019,0.6644518316953981
1,1,0.3690553810172441,0.6309446189827559
1,1,0.385666403400711,0.614333596599289
0,1,0.34617054461495644,0.6538294553850436
0,1,0.3538829854215969,0.6461170145784031
1,1,0.36307187909212935,0.6369281209078707
0,1,0.3805559702334982,0.6194440297665018
1,1,0.3591104018976662,0.6408895981023338
1,1,0.353213040735624,0.646786959264376
0,1,0.3442715039396308,0.6557284960603692
1,1,0.3726181372702646,0.6273818627297354
1,1,0.3610526405838246,0.6389473594161754
1,1,0.37209776323633936,0.6279022367636606
1,1,0.3485221730778324,0.6514778269221676
1,1,0.30786092163905143,0.6921390783609486
0,1,0.3604519142578799,0.6395480857421201
0,1,0.3510653815365178,0.6489346184634822
1,1,0.36868958424677545,0.6313104157532246
0,1,0.3497864930329242,0.6502135069670758
0,1,0.34521476207698254,0.6547852379230175
1,1,0.3071864154148979,0.6928135845851021
1,1,0.3210390035883248,0.6789609964116752
1,1,0.3349733147238798,0.6650266852761202
0,1,0.36643107536281394,0.6335689246371861
1,1,0.3424001642884257,0.6575998357115743
1,1,0.33358513533876877,0.6664148646612312
1,1,0.3521637097679766,0.6478362902320234
0,1,0.35524977332933394,0.6447502266706661
0,1,0.3654464606441483,0.6345535393558517
1,1,0.3413327339482375,0.6586672660517625
0,1,0.3914303097074636,0.6085696902925364
1,1,0.34525502407205677,0.6547449759279432
1,1,0.35265263954238746,0.6473473604576125
1,1,0.3726975953144642,0.6273024046855358
1,1,0.3498109216984142,0.6501890783015858
0,1,0.36083563939159413,0.6391643606084059
1,1,0.3460713380889121,0.6539286619110879
0,1,0.3555889277481685,0.6444110722518315
0,1,0.3715206738075062,0.6284793261924938
1,1,0.3830371142679869,0.6169628857320131
1,1,0.35986215994816084,0.6401378400518392
0,1,0.36351498863329024,0.6364850113667098
0,1,0.35352051251478134,0.6464794874852187
1,1,0.3367625894731756,0.6632374105268244
1,1,0.3534048112761131,0.6465951887238869
1,1,0.32622532822566885,0.6737746717743311
0,1,0.35438487190954593,0.6456151280904541
1,1,0.3712586931162908,0.6287413068837092
1,1,0.3470523849832985,0.6529476150167015
1,1,0.34397335022548936,0.6560266497745106
1,1,0.32424804189765455,0.6757519581023455
1,1,0.3691694097567352,0.6308305902432648
0,1,0.39123576417805717,0.6087642358219428
0,1,0.35951144422576176,0.6404885557742382
1,1,0.3470686142850412,0.6529313857149588
1,1,0.34095462720688663,0.6590453727931134
1,1,0.34490925361838076,0.6550907463816192
0,1,0.345283058298153,0.654716941701847
1,1,0.3589510482037953,0.6410489517962047
1,1,0.346805812532504,0.653194187467496
0,1,0.37093893015356416,0.6290610698464358
0,1,0.37803625386956907,0.6219637461304309
1,1,0.35351264655468906,0.6464873534453109
1,1,0.32068692219245365,0.6793130778075464
0,1,0.3548867040928184,0.6451132959071816
1,1,0.36254330686742375,0.6374566931325762
1,1,0.33061359374235,0.66938640625765
0,1,0.3504679443887486,0.6495320556112514
1,1,0.3224727474605854,0.6775272525394146
1,1,0.3415461992767833,0.6584538007232167
0,1,0.358318197434085,0.641681802565915
1,1,0.32945661364639967,0.6705433863536003
0,1,0.3842297562956115,0.6157702437043885
1,1,0.3556909520115997,0.6443090479884003
0,1,0.29665811206639037,0.7033418879336096
0,1,0.3775619049520237,0.6224380950479763
1,1,0.35819413460540606,0.6418058653945939
1,1,0.3666596118066763,0.6333403881933237
0,1,0.33308265878819365,0.6669173412118063
0,1,0.3152259593094363,0.6847740406905637
1,1,0.3387572052693,0.6612427947307
1,1,0.3570411706972484,0.6429588293027516
1,1,0.40305080243663416,0.5969491975633658
1,1,0.38425649407353957,0.6157435059264604
1,1,0.3918956079583922,0.6081043920416078
0,1,0.3347159940479286,0.6652840059520714
1,1,0.33205726677332104,0.667942733226679
1,1,0.3392618417064346,0.6607381582935654
1,1,0.33876445750518325,0.6612355424948168
1,1,0.33402198235768,0.66597801764232
0,1,0.3346629243309248,0.6653370756690752
1,1,0.3400812744600734,0.6599187255399266
0,1,0.3360977294676233,0.6639022705323767
1,1,0.35826207319686576,0.6417379268031342
1,1,0.350588481308604,0.649411518691396
1,1,0.3785790187992887,0.6214209812007113
1,1,0.44189469073467014,0.5581053092653299
0,1,0.3549981348263571,0.6450018651736429
1,1,0.34252281119356653,0.6574771888064335
1,1,0.35414740086921415,0.6458525991307859
1,1,0.3698491060086503,0.6301508939913497
1,1,0.33668389008730915,0.6633161099126909
0,1,0.34666777901754053,0.6533322209824595
0,1,0.3785391744863864,0.6214608255136136
1,1,0.3512069324595356,0.6487930675404644
1,1,0.38050130374063107,0.6194986962593689
1,1,0.33946243200577275,0.6605375679942272
1,1,0.3453141084675654,0.6546858915324346
1,1,0.3603078363927632,0.6396921636072368
0,1,0.35533326971318213,0.6446667302868179
1,1,0.3541475981644374,0.6458524018355626
0,1,0.3332197092642537,0.6667802907357463
0,1,0.3481819021518048,0.6518180978481952
0,1,0.3429576901196598,0.6570423098803402
0,1,0.30431548039990763,0.6956845196000924
1,1,0.3717463821675209,0.6282536178324791
1,1,0.34190996216003733,0.6580900378399627
0,1,0.3521595247429673,0.6478404752570327
1,1,0.35625882107174367,0.6437411789282563
0,1,0.33053092905832515,0.6694690709416748
1,1,0.3751135922536948,0.6248864077463052
0,1,0.36208157726147583,0.6379184227385242
1,1,0.35549403318864137,0.6445059668113586
0,1,0.36122524901563113,0.6387747509843689
1,1,0.3497114194136297,0.6502885805863703
1,1,0.3762367053434683,0.6237632946565317
1,1,0.3328679264128779,0.6671320735871221
0,1,0.37701120293017687,0.6229887970698231
1,1,0.3676332245596359,0.6323667754403641
1,1,0.3697495780218516,0.6302504219781484
0,1,0.34887958702530897,0.651120412974691
1,1,0.3578406719657168,0.6421593280342832
1,1,0.3291108688112967,0.6708891311887033
1,1,0.3604850612104904,0.6395149387895096
1,1,0.36144499470584346,0.6385550052941565
0,1,0.39382652038405486,0.6061734796159451
1,1,0.32613364357761043,0.6738663564223896
1,1,0.3488839423193315,0.6511160576806685
0,1,0.34152490196669005,0.65847509803331
1,1,0.35930560411304435,0.6406943958869556
0,1,0.327695899926424,0.672304100073576
1,1,0.3781941315193985,0.6218058684806015
1,1,0.3802762395814234,0.6197237604185766
1,1,0.36342929441255156,0.6365707055874484
1,1,0.37389266314683545,0.6261073368531646
1,1,0.3855258417888311,0.6144741582111689
1,1,0.3805825416796671,0.6194174583203329
0,1,0.35570966930578707,0.6442903306942129
1,1,0.3456295228274021,0.6543704771725979
1,1,0.33443571798574845,0.6655642820142516
1,1,0.3599671447704662,0.6400328552295338
0,1,0.34335172739187814,0.6566482726081219
1,1,0.33293311387306335,0.6670668861269367
1,1,0.38911423464994443,0.6108857653500556
1,1,0.3529822788179201,0.6470177211820799
1,1,0.35758836727093213,0.6424116327290679
0,1,0.348123294394279,0.651876705605721
0,1,0.36490406899923056,0.6350959310007694
0,1,0.3771915783900974,0.6228084216099026
0,1,0.36045394178122814,0.6395460582187719
1,1,0.3508007272024325,0.6491992727975675
1,1,0.36626009395320125,0.6337399060467988
0,1,0.3534133761517356,0.6465866238482644
0,1,0.3485958101353366,0.6514041898646634
1,1,0.3643616015137172,0.6356383984862828
1,1,0.32286320978225225,0.6771367902177478
1,1,0.35829977237230537,0.6417002276276946
0,1,0.3284900332773393,0.6715099667226607
0,1,0.33926093381124567,0.6607390661887543
1,1,0.3505326663657007,0.6494673336342993
1,1,0.3549845984795571,0.6450154015204429
0,1,0.36202273416182196,0.637977265838178
1,1,0.3845912682898045,0.6154087317101955
1,1,0.3641891051193594,0.6358108948806406
