y_true,y_pred,proba_0,proba_1
0,0,0.9930508102657474,0.006949189734252622
1,1,0.023363686733981703,0.9766363132660183
0,0,0.9868245903221232,0.013175409677876742
1,1,0.1745758352763479,0.8254241647236521
0,0,0.8783644363281029,0.12163556367189715
1,1,0.1279644376376986,0.8720355623623014
1,1,0.13726010885354312,0.8627398911464569
1,1,0.01839223653874067,0.9816077634612593
0,0,0.9893181878929965,0.010681812107003454
1,1,0.04143806607484635,0.9585619339251537
1,1,0.22248519715070436,0.7775148028492956
1,1,0.014159450747921243,0.9858405492520788
1,1,0.01848526142681839,0.9815147385731816
0,0,0.993903614672062,0.006096385327938035
0,0,0.989933928687243,0.010066071312757004
0,0,0.7459932333616309,0.2540067666383691
1,1,0.11473271827079379,0.8852672817292062
0,0,0.9819103286336965,0.01808967136630342
1,1,0.08978956533904592,0.9102104346609541
1,1,0.006169615379766458,0.9938303846202335
1,1,0.1359867861250459,0.8640132138749541
1,1,0.01569229452450671,0.9843077054754933
1,1,0.2030428446036472,0.7969571553963528
0,0,0.9892132996604154,0.010786700339584671
0,0,0.8051463539134839,0.1948536460865161
0,0,0.9027655216548462,0.09723447834515371
0,0,0.9887600819901928,0.011239918009807176
1,1,0.09164863334359052,0.9083513666564095
1,1,0.21436887306832608,0.7856311269316739
0,0,0.9857805125911577,0.014219487408842216
0,0,0.7958332937037537,0.20416670629624634
0,0,0.9919842568582075,0.008015743141792575
1,1,0.10326473451731233,0.8967352654826877
0,0,0.7214730929033532,0.27852690709664685
1,1,0.1352013505818861,0.8647986494181139
0,0,0.7563717388305489,0.24362826116945116
0,0,0.7529422727778279,0.24705772722217215
0,0,0.9928703684508047,0.007129631549195311
0,0,0.7635279308898928,0.23647206911010726
1,1,0.018280409612522197,0.9817195903874778
0,0,0.8453602967965755,0.15463970320342446
0,0,0.8059144269933075,0.19408557300669252
1,1,0.09173755425155439,0.9082624457484456
1,1,0.1132382437922016,0.8867617562077984
0,0,0.7740845773002873,0.2259154226997127
1,1,0.17710516404724985,0.8228948359527501
1,1,0.044971644484858464,0.9550283555151415
1,1,0.015159655980510056,0.9848403440194899
1,1,0.06332154825608471,0.9366784517439153
0,0,0.7584776230677137,0.24152237693228631
1,1,0.18583593528975073,0.8141640647102493
0,0,0.9937020548055027,0.0062979451944973714
0,0,0.9818666188947472,0.018133381105252772
1,1,0.037406508129574134,0.9625934918704259
0,0,0.9831859180367427,0.016814081963257264
0,0,0.7742340006995019,0.22576599930049815
1,1,0.14726252165869702,0.852737478341303
1,1,0.0369700965184947,0.9630299034815053
0,0,0.7990326610983682,0.2009673389016318
1,0,0.7556127390214513,0.2443872609785487
0,0,0.8363894270680479,0.16361057293195214
0,0,0.8554847577636822,0.1445152422363178
1,1,0.12513094826532234,0.8748690517346777
0,0,0.8483738609365994,0.15162613906340064
0,0,0.9499327132868635,0.0500672867131365
0,0,0.8822894822390066,0.1177105177609934
1,0,0.7645506866937729,0.23544931330622712
0,0,0.7990646435742033,0.20093535642579669
0,0,0.7517467788700332,0.24825322112996684
1,0,0.776191716239631,0.22380828376036901
0,1,0.13916134984370487,0.8608386501562951
1,1,0.14781798858828088,0.8521820114117191
0,0,0.7625965742796357,0.23740342572036433
1,0,0.7630560573991634,0.23694394260083668
0,0,0.8680503971099414,0.13194960289005866
1,1,0.13385056915121196,0.866149430848788
1,1,0.037062373524688885,0.9629376264753111
0,0,0.8835165660103091,0.11648343398969081
1,1,0.05654893251907933,0.9434510674809207
0,0,0.8551312459104132,0.14486875408958672
0,0,0.831295971638353,0.16870402836164702
1,1,0.18283503843713744,0.8171649615628626
1,1,0.1652060540281538,0.8347939459718462
0,0,0.7458608059667021,0.2541391940332979
1,1,0.012976642213533562,0.9870233577864664
1,1,0.21378831795652775,0.7862116820434722
1,1,0.11117139506690854,0.8888286049330915
1,0,0.7748544401363223,0.2251455598636777
0,0,0.903716039437843,0.09628396056215703
1,1,0.14183177615198683,0.8581682238480132
1,0,0.7766063843705819,0.22339361562941804
0,0,0.7497977722479929,0.2502022277520071
1,1,0.16035214579810486,0.8396478542018951
0,0,0.8985279399091426,0.10147206009085735
1,1,0.20483767924879492,0.7951623207512051
1,0,0.8785652789884827,0.12143472101151727
0,0,0.9907389206674916,0.009261079332508458
0,0,0.7185635904460188,0.28143640955398125
1,1,0.1190060197267453,0.8809939802732547
0,0,0.8519309255760498,0.14806907442395023
1,1,0.01588050797377316,0.9841194920262268
0,1,0.10459634460495837,0.8954036553950416
0,0,0.7393393948065993,0.26066060519340073
0,0,0.8622855982119774,0.1377144017880226
1,1,0.19297432025859973,0.8070256797414003
0,0,0.8763350371691279,0.12366496283087214
1,1,0.03981213622818458,0.9601878637718154
1,1,0.1705084787018002,0.8294915212981998
1,0,0.7581068732073274,0.24189312679267258
1,1,0.01980458655662609,0.9801954134433739
1,1,0.02702327735549881,0.9729767226445012
1,0,0.7385615653535982,0.2614384346464018
1,1,0.1586492627888172,0.8413507372111828
0,0,0.8400837801732987,0.15991621982670137
1,1,0.15411304566346595,0.845886954336534
1,1,0.16297292171736133,0.8370270782826387
0,0,0.763808337893106,0.23619166210689407
1,0,0.7840469182544363,0.2159530817455637
